Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"PSAP","Prosaposin","Protein Coding","P07602","60","GC10M071816","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSAP"
"TAB2","TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 2","Protein Coding","Q9NYJ8","60","GC06P192356","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAB2"
"VHL","Von Hippel-Lindau Tumor Suppressor","Protein Coding","P40337","60","GC03P028787","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL"
"ADRA1A","Adrenoceptor Alpha 1A","Protein Coding","P35348","59","GC08M026747","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1A"
"ARSA","Arylsulfatase A","Protein Coding","P15289","59","GC22M050622","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSA"
"CLTC","Clathrin Heavy Chain","Protein Coding","Q00610","59","GC17P059619","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTC"
"DDIT3","DNA Damage Inducible Transcript 3","Protein Coding","P35638","59","GC12M057516","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDIT3"
"EIF4G1","Eukaryotic Translation Initiation Factor 4 Gamma 1","Protein Coding","Q04637","59","GC03P184314","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4G1"
"ERCC4","ERCC Excision Repair 4, Endonuclease Catalytic Subunit","Protein Coding","Q92889","59","GC16P013920","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC4"
"IL10","Interleukin 10","Protein Coding","P22301","59","GC01M206767","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10"
"IRF8","Interferon Regulatory Factor 8","Protein Coding","Q02556","59","GC16P130495","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF8"
"SETD2","SET Domain Containing 2, Histone Lysine Methyltransferase","Protein Coding","Q9BYW2","59","GC03M047033","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2"
"COL6A1","Collagen Type VI Alpha 1 Chain","Protein Coding","P12109","58","GC21P045981","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A1"
"KDM4A","Lysine Demethylase 4A","Protein Coding","O75164","58","GC01P043650","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM4A"
"PLK2","Polo Like Kinase 2","Protein Coding","Q9NYY3","58","GC05M058453","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK2"
"ABL2","ABL Proto-Oncogene 2, Non-Receptor Tyrosine Kinase","Protein Coding","P42684","57","GC01M179194","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL2"
"HDAC10","Histone Deacetylase 10","Protein Coding","Q969S8","57","GC22M050245","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC10"
"KAT8","Lysine Acetyltransferase 8","Protein Coding","Q9H7Z6","57","GC16P128967","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT8"
"NAGLU","N-Acetyl-Alpha-Glucosaminidase","Protein Coding","P54802","57","GC17P165237","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGLU"
"SLC7A5","Solute Carrier Family 7 Member 5","Protein Coding","Q01650","57","GC16M087830","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A5"
"TCIRG1","T Cell Immune Regulator 1, ATPase H+ Transporting V0 Subunit A3","Protein Coding","Q13488","57","GC11P115232","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCIRG1"
"TLK2","Tousled Like Kinase 2","Protein Coding","Q86UE8","57","GC17P062458","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLK2"
"TREM2","Triggering Receptor Expressed On Myeloid Cells 2","Protein Coding","Q9NZC2","57","GC06M111757","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREM2"
"XPA","XPA, DNA Damage Recognition And Repair Factor","Protein Coding","P23025","57","GC09M097654","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPA"
"CLN3","CLN3 Lysosomal/Endosomal Transmembrane Protein, Battenin","Protein Coding","Q13286","56","GC16M028466","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLN3"
"EIF4G3","Eukaryotic Translation Initiation Factor 4 Gamma 3","Protein Coding","O43432","56","GC01M020806","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4G3"
"MEFV","MEFV Innate Immunity Regulator, Pyrin","Protein Coding","O15553","56","GC16M052285","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEFV"
"PIP4K2A","Phosphatidylinositol-5-Phosphate 4-Kinase Type 2 Alpha","Protein Coding","P48426","56","GC10M022534","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP4K2A"
"S100A9","S100 Calcium Binding Protein A9","Protein Coding","P06702","56","GC01P153357","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A9"
"SMURF1","SMAD Specific E3 Ubiquitin Protein Ligase 1","Protein Coding","Q9HCE7","56","GC07M099027","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF1"
"TOLLIP","Toll Interacting Protein","Protein Coding","Q9H0E2","56","GC11M001274","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOLLIP"
"TRIM21","Tripartite Motif Containing 21","Protein Coding","P19474","56","GC11M004384","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM21"
"BAG3","BAG Cochaperone 3","Protein Coding","O95817","55","GC10P119651","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG3"
"CDK16","Cyclin Dependent Kinase 16","Protein Coding","Q00536","55","GC0XP047217","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK16"
"ELAVL1","ELAV Like RNA Binding Protein 1","Protein Coding","Q15717","55","GC19M007958","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL1"
"EPM2A","EPM2A Glucan Phosphatase, Laforin","Protein Coding","B3EWF7","55","GC06M145382","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPM2A"
"FLCN","Folliculin","Protein Coding","Q8NFG4","55","GC17M017212","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLCN"
"GOLGA2","Golgin A2","Protein Coding","Q08379","55","GC09M128255","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA2"
"HAX1","HCLS1 Associated Protein X-1","Protein Coding","O00165","55","GC01P179976","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAX1"
"S100A8","S100 Calcium Binding Protein A8","Protein Coding","P05109","55","GC01M168551","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A8"
"STING1","Stimulator Of Interferon Response CGAMP Interactor 1","Protein Coding","Q86WV6","55","GC05M139503","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STING1"
"TICAM1","TIR Domain Containing Adaptor Molecule 1","Protein Coding","Q8IUC6","55","GC19M004815","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TICAM1"
"TRIM32","Tripartite Motif Containing 32","Protein Coding","Q13049","55","GC09P116687","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM32"
"TRIM5","Tripartite Motif Containing 5","Protein Coding","Q9C035","55","GC11M016005","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM5"
"UMOD","Uromodulin","Protein Coding","P07911","55","GC16M052793","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UMOD"
"ANXA7","Annexin A7","Protein Coding","P20073","54","GC10M073375","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA7"
"LRPPRC","Leucine Rich Pentatricopeptide Repeat Containing","Protein Coding","P42704","54","GC02M043886","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRPPRC"
"PYCARD","PYD And CARD Domain Containing","Protein Coding","Q9ULZ3","54","GC16M031201","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCARD"
"SNAP29","Synaptosome Associated Protein 29","Protein Coding","O95721","54","GC22P020859","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAP29"
"UBQLN1","Ubiquilin 1","Protein Coding","Q9UMX0","54","GC09M083659","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBQLN1"
"UBQLN2","Ubiquilin 2","Protein Coding","Q9UHD9","54","GC0XP056563","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBQLN2"
"VPS4A","Vacuolar Protein Sorting 4 Homolog A","Protein Coding","Q9UN37","54","GC16P069311","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS4A"
"CD84","CD84 Molecule","Protein Coding","Q9UIB8","53","GC01M160541","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD84"
"DEPDC5","DEP Domain Containing 5, GATOR1 Subcomplex Subunit","Protein Coding","O75140","53","GC22P031753","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEPDC5"
"RGS19","Regulator Of G Protein Signaling 19","Protein Coding","P49795","53","GC20M064073","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS19"
"RPGR","Retinitis Pigmentosa GTPase Regulator","Protein Coding","Q92834","53","GC0XM038269","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPGR"
"SH3BP4","SH3 Domain Binding Protein 4","Protein Coding","Q9P0V3","53","GC02P235552","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3BP4"
"TRIB3","Tribbles Pseudokinase 3","Protein Coding","Q96RU7","53","GC20P000562","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIB3"
"USP20","Ubiquitin Specific Peptidase 20","Protein Coding","Q9Y2K6","53","GC09P129834","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP20"
"VPS13A","Vacuolar Protein Sorting 13 Homolog A","Protein Coding","Q96RL7","53","GC09P077177","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS13A"
"VPS29","VPS29 Retromer Complex Component","Protein Coding","Q9UBQ0","53","GC12M110491","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS29"
"ZMPSTE24","Zinc Metallopeptidase STE24","Protein Coding","O75844","53","GC01P040258","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMPSTE24"
"CHMP1A","Charged Multivesicular Body Protein 1A","Protein Coding","Q9HD42","52","GC16M089644","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP1A"
"DAPK2","Death Associated Protein Kinase 2","Protein Coding","Q9UIK4","52","GC15M063907","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPK2"
"HAP1","Huntingtin Associated Protein 1","Protein Coding","P54257","52","GC17M041717","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAP1"
"LGALS8","Galectin 8","Protein Coding","O00214","52","GC01P236518","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS8"
"MTDH","Metadherin","Protein Coding","Q86UE4","52","GC08P097644","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTDH"
"NHLRC1","NHL Repeat Containing E3 Ubiquitin Protein Ligase 1","Protein Coding","Q6VVB1","52","GC06M018120","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NHLRC1"
"RNF5","Ring Finger Protein 5","Protein Coding","Q99942","52","GC06P190733","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF5"
"SNRNP70","Small Nuclear Ribonucleoprotein U1 Subunit 70","Protein Coding","P08621","52","GC19P049085","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP70"
"SYT11","Synaptotagmin 11","Protein Coding","Q9BT88","52","GC01P155859","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT11"
"TPCN2","Two Pore Segment Channel 2","Protein Coding","Q8NHX9","52","GC11P115259","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPCN2"
"TRAPPC4","Trafficking Protein Particle Complex Subunit 4","Protein Coding","Q9Y296","52","GC11P119018","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC4"
"UBQLN4","Ubiquilin 4","Protein Coding","Q9NRR5","52","GC01M168674","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBQLN4"
"VPS4B","Vacuolar Protein Sorting 4 Homolog B","Protein Coding","O75351","52","GC18M063389","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS4B"
"ACBD5","Acyl-CoA Binding Domain Containing 5","Protein Coding","Q5T8D3","51","GC10M027182","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACBD5"
"CHMP5","Charged Multivesicular Body Protein 5","Protein Coding","Q9NZZ3","51","GC09P033264","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP5"
"LRSAM1","Leucine Rich Repeat And Sterile Alpha Motif Containing 1","Protein Coding","Q6UWE0","51","GC09P127451","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRSAM1"
"NPRL2","NPR2 Like, GATOR1 Complex Subunit","Protein Coding","Q8WTW4","51","GC03M055105","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPRL2"
"RAB33B","RAB33B, Member RAS Oncogene Family","Protein Coding","Q9H082","51","GC04P139439","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB33B"
"TAB3","TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 3","Protein Coding","Q8N5C8","51","GC0XM031070","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAB3"
"TRIM8","Tripartite Motif Containing 8","Protein Coding","Q9BZR9","51","GC10P128984","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM8"
"USP33","Ubiquitin Specific Peptidase 33","Protein Coding","Q8TEY7","51","GC01M077695","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP33"
"CALCOCO2","Calcium Binding And Coiled-Coil Domain 2","Protein Coding","Q13137","50","GC17P165480","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCOCO2"
"CISD1","CDGSH Iron Sulfur Domain 1","Protein Coding","Q9NZ45","50","GC10P058269","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CISD1"
"CRYBA1","Crystallin Beta A1","Protein Coding","P05813","50","GC17P029246","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYBA1"
"EPG5","Ectopic P-Granules 5 Autophagy Tethering Factor","Protein Coding","Q9HCE0","50","GC18M045800","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPG5"
"LAMP3","Lysosomal Associated Membrane Protein 3","Protein Coding","Q9UQV4","50","GC03M183122","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP3"
"LYPLA1","Lysophospholipase 1","Protein Coding","O75608","50","GC08M054075","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYPLA1"
"MAGEA3","MAGE Family Member A3","Protein Coding","P43357","50","GC0XP152698","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA3"
"MID2","Midline 2","Protein Coding","Q9UJV3","50","GC0XP107825","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MID2"
"PIP4K2B","Phosphatidylinositol-5-Phosphate 4-Kinase Type 2 Beta","Protein Coding","P78356","50","GC17M038765","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP4K2B"
"PIP4K2C","Phosphatidylinositol-5-Phosphate 4-Kinase Type 2 Gamma","Protein Coding","Q8TBX8","50","GC12P057591","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP4K2C"
"SBF2","SET Binding Factor 2","Protein Coding","Q86WG5","50","GC11M016149","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBF2"
"SLC25A46","Solute Carrier Family 25 Member 46","Protein Coding","Q96AG3","50","GC05P110738","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A46"
"TBC1D5","TBC1 Domain Family Member 5","Protein Coding","Q92609","50","GC03M017157","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D5"
"TRIM22","Tripartite Motif Containing 22","Protein Coding","Q8IYM9","50","GC11P005689","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM22"
"VPS51","VPS51 Subunit Of GARP Complex","Protein Coding","Q9UID3","50","GC11P065089","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS51"
"VTI1A","Vesicle Transport Through Interaction With T-SNAREs 1A","Protein Coding","Q96AJ9","50","GC10P112446","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTI1A"
"ZC3H12A","Zinc Finger CCCH-Type Containing 12A","Protein Coding","Q5D1E8","50","GC01P037474","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H12A"
"AP5Z1","Adaptor Related Protein Complex 5 Subunit Zeta 1","Protein Coding","O43299","49","GC07P004775","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP5Z1"
"ATE1","Arginyltransferase 1","Protein Coding","O95260","49","GC10M121709","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATE1"
"BCAS3","BCAS3 Microtubule Associated Cell Migration Factor","Protein Coding","Q9H6U6","49","GC17P165676","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAS3"
"FNBP1L","Formin Binding Protein 1 Like","Protein Coding","Q5T0N5","49","GC01P093448","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNBP1L"
"KLHL22","Kelch Like Family Member 22","Protein Coding","Q53GT1","49","GC22M087919","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL22"
"MAP1S","Microtubule Associated Protein 1S","Protein Coding","Q66K74","49","GC19P161656","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP1S"
"MTMR9","Myotubularin Related Protein 9","Protein Coding","Q96QG7","49","GC08P011284","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR9"
"NLRP6","NLR Family Pyrin Domain Containing 6","Protein Coding","P59044","49","GC11P000278","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP6"
"NPRL3","NPR3 Like, GATOR1 Complex Subunit","Protein Coding","Q12980","49","GC16M000084","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPRL3"
"NRBF2","Nuclear Receptor Binding Factor 2","Protein Coding","Q96F24","49","GC10P063133","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRBF2"
"ORMDL3","ORMDL Sphingolipid Biosynthesis Regulator 3","Protein Coding","Q8N138","49","GC17M039921","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORMDL3"
"SUPT20H","SPT20 Homolog, SAGA Complex Component","Protein Coding","Q8NEM7","49","GC13M037009","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUPT20H"
"TRIM17","Tripartite Motif Containing 17","Protein Coding","Q9Y577","49","GC01M228407","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM17"
"WAC","WW Domain Containing Adaptor With Coiled-Coil","Protein Coding","Q9BTA9","49","GC10P028566","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WAC"
"CHMP1B","Charged Multivesicular Body Protein 1B","Protein Coding","Q7LBR1","48","GC18P011851","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP1B"
"RAB24","RAB24, Member RAS Oncogene Family","Protein Coding","Q969Q5","48","GC05M177301","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB24"
"STX17","Syntaxin 17","Protein Coding","P56962","48","GC09P099906","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX17"
"MTMR8","Myotubularin Related Protein 8","Protein Coding","Q96EF0","47","GC0XM064268","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR8"
"RASIP1","Ras Interacting Protein 1","Protein Coding","Q5U651","47","GC19M048720","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASIP1"
"SRPX","Sushi Repeat Containing Protein X-Linked","Protein Coding","P78539","47","GC0XM038149","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPX"
"TECPR2","Tectonin Beta-Propeller Repeat Containing 2","Protein Coding","O15040","47","GC14P102362","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECPR2"
"TMBIM6","Transmembrane BAX Inhibitor Motif Containing 6","Protein Coding","P55061","47","GC12P049707","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMBIM6"
"TMEM41B","Transmembrane Protein 41B","Protein Coding","Q5BJD5","47","GC11M009280","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM41B"
"TRIM23","Tripartite Motif Containing 23","Protein Coding","P36406","47","GC05M065589","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM23"
"UFL1","UFM1 Specific Ligase 1","Protein Coding","O94874","47","GC06P096521","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UFL1"
"ZDHHC19","ZDHHC Palmitoyltransferase 19","Protein Coding","Q8WVZ1","47","GC03M196197","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC19"
"ACER2","Alkaline Ceramidase 2","Protein Coding","Q5QJU3","46","GC09P019409","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACER2"
"CCNY","Cyclin Y","Protein Coding","Q8ND76","46","GC10P035254","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNY"
"ELAPOR1","Endosome-Lysosome Associated Apoptosis And Autophagy Regulator 1","Protein Coding","Q6UXG2","46","GC01P112223","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAPOR1"
"FOXK2","Forkhead Box K2","Protein Coding","Q01167","46","GC17P082519","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXK2"
"KCMF1","Potassium Channel Modulatory Factor 1","Protein Coding","Q9P0J7","46","GC02P084971","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCMF1"
"MTCL1","Microtubule Crosslinking Factor 1","Protein Coding","Q9Y4B5","46","GC18P008705","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCL1"
"OSBPL7","Oxysterol Binding Protein Like 7","Protein Coding","Q9BZF2","46","GC17M047807","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBPL7"
"RAB12","RAB12, Member RAS Oncogene Family","Protein Coding","Q6IQ22","46","GC18P008600","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB12"
"RUBCNL","Rubicon Like Autophagy Enhancer","Protein Coding","Q9H714","46","GC13M046343","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUBCNL"
"STBD1","Starch Binding Domain 1","Protein Coding","O95210","46","GC04P076306","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STBD1"
"TGFBRAP1","Transforming Growth Factor Beta Receptor Associated Protein 1","Protein Coding","Q8WUH2","46","GC02M105250","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBRAP1"
"TPCN1","Two Pore Segment Channel 1","Protein Coding","Q9ULQ1","46","GC12P113221","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPCN1"
"TRIM65","Tripartite Motif Containing 65","Protein Coding","Q6PJ69","46","GC17M101837","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM65"
"WDR47","WD Repeat Domain 47","Protein Coding","O94967","46","GC01M108970","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR47"
"ERFE","Erythroferrone","Protein Coding","Q4G0M1","45","GC02P238159","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERFE"
"FUNDC2","FUN14 Domain Containing 2","Protein Coding","Q9BWH2","45","GC0XP155025","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUNDC2"
"MAPK15","Mitogen-Activated Protein Kinase 15","Protein Coding","Q8TD08","45","GC08P143716","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK15"
"RNF152","Ring Finger Protein 152","Protein Coding","Q8N8N0","45","GC18M061808","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF152"
"SVIP","Small VCP Interacting Protein","Protein Coding","Q8NHG7","45","GC11M022799","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SVIP"
"TBC1D17","TBC1 Domain Family Member 17","Protein Coding","Q9HA65","45","GC19P049877","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D17"
"WDFY4","WDFY Family Member 4","Protein Coding","Q6ZS81","45","GC10P048684","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDFY4"
"ARMC3","Armadillo Repeat Containing 3","Protein Coding","Q5W041","44","GC10P022928","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC3"
"CPTP","Ceramide-1-Phosphate Transfer Protein","Protein Coding","Q5TA50","44","GC01P082909","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPTP"
"EVA1A","Eva-1 Homolog A, Regulator Of Programmed Cell Death","Protein Coding","Q9H8M9","44","GC02M075469","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EVA1A"
"FBXL2","F-Box And Leucine Rich Repeat Protein 2","Protein Coding","Q9UKC9","44","GC03P033277","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL2"
"MAGEA6","MAGE Family Member A6","Protein Coding","P43360","44","GC0XM152766","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA6"
"RAB37","RAB37, Member RAS Oncogene Family","Protein Coding","Q96AX2","44","GC17P165943","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB37"
"RETREG3","Reticulophagy Regulator Family Member 3","Protein Coding","Q86VR2","44","GC17M100991","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETREG3"
"RNF166","Ring Finger Protein 166","Protein Coding","Q96A37","44","GC16M088696","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF166"
